current_npc_index	current_npc_name	old_map	old_xy	original_identity	original_map	original_xy	hero_kill_map	hero_kill_xy	match_method	map_relation	confidence	walkable	overlap_with	apply_status	auto_placement_rule	auto_placement_basis	auto_placement_candidates	target_reason	topology_anchors	identity_source	warnings	non_position_fields_untouched	historical_audit
162	15Magic_Kugkyung2	01	"{""x"": 104, ""y"": 203}"	15Magic_Kugkyung2	01	"{""x"": 104, ""y"": 203}"	01	"{""x"": 439, ""y"": 304}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 439, ""y"": 304, ""score"": -3.9, ""anchor"": {""x"": 439, ""y"": 304}, ""separation"": 6}, {""x"": 459, ""y"": 261, ""score"": -3.9, ""anchor"": {""x"": 459, ""y"": 261}, ""separation"": 6}, {""x"": 247, ""y"": 351, ""score"": -3.8, ""anchor"": {""x"": 250, ""y"": 350}, ""separation"": 98}]"	walkable topology candidate; manual review required	"[{""x"": 459, ""y"": 261}, {""x"": 439, ""y"": 304}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""162"", ""name"": ""15Magic_Kugkyung2"", ""method"": ""A-精确(已在位)"", ""old"": ""01(104,203)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
163	17MobRush_kugkyung	01	"{""x"": 424, ""y"": 312}"	17MobRush_kugkyung	01	"{""x"": 424, ""y"": 312}"	01	"{""x"": 459, ""y"": 261}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 459, ""y"": 261, ""score"": -3.9, ""anchor"": {""x"": 459, ""y"": 261}, ""separation"": 6}, {""x"": 247, ""y"": 351, ""score"": -3.8, ""anchor"": {""x"": 250, ""y"": 350}, ""separation"": 98}, {""x"": 458, ""y"": 261, ""score"": -3.55, ""anchor"": {""x"": 459, ""y"": 261}, ""separation"": 7}]"	walkable topology candidate; manual review required	"[{""x"": 459, ""y"": 261}, {""x"": 439, ""y"": 304}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""163"", ""name"": ""17MobRush_kugkyung"", ""method"": ""A-精确(已在位)"", ""old"": ""01(424,312)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
164	09CancleWeapon	01	"{""x"": 422, ""y"": 262}"	09CancleWeapon	01	"{""x"": 422, ""y"": 262}"	01	"{""x"": 423, ""y"": 273}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 423, ""y"": 273, ""score"": 2.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 423, ""y"": 275, ""score"": 2.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}, {""x"": 424, ""y"": 272, ""score"": 2.35, ""anchor"": {""x"": 425, ""y"": 274}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 425, ""y"": 274}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""164"", ""name"": ""09CancleWeapon"", ""method"": ""A-精确(已在位)"", ""old"": ""01(422,262)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
165	01Meet_Eunhang	02	"{""x"": 228, ""y"": 194}"	01Meet_Eunhang	02	"{""x"": 228, ""y"": 194}"	02	"{""x"": 250, ""y"": 550}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 250, ""y"": 550, ""score"": -7.8, ""anchor"": {""x"": 250, ""y"": 550}, ""separation"": 311}, {""x"": 250, ""y"": 450, ""score"": -7.8, ""anchor"": {""x"": 250, ""y"": 450}, ""separation"": 211}, {""x"": 350, ""y"": 50, ""score"": -7.8, ""anchor"": {""x"": 350, ""y"": 50}, ""separation"": 165}]"	walkable topology candidate; manual review required	"[{""x"": 265, ""y"": 207}, {""x"": 247, ""y"": 199}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""165"", ""name"": ""01Meet_Eunhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(228,194)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
166	02Weapon_Eunhang	02	"{""x"": 284, ""y"": 197}"	02Weapon_Eunhang	02	"{""x"": 284, ""y"": 197}"	02	"{""x"": 249, ""y"": 189}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 249, ""y"": 189, ""score"": 0.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}, {""x"": 250, ""y"": 188, ""score"": 0.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}, {""x"": 251, ""y"": 189, ""score"": 0.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 260, ""y"": 177}, {""x"": 250, ""y"": 189}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""166"", ""name"": ""02Weapon_Eunhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(284,197)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
167	03Armor_Eunhang	02	"{""x"": 260, ""y"": 177}"	03Armor_Eunhang	02	"{""x"": 260, ""y"": 177}"	02	"{""x"": 250, ""y"": 188}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 250, ""y"": 188, ""score"": 0.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}, {""x"": 251, ""y"": 189, ""score"": 0.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}, {""x"": 259, ""y"": 177, ""score"": 0.35, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 260, ""y"": 177}, {""x"": 250, ""y"": 189}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""167"", ""name"": ""03Armor_Eunhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(260,177)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
168	04Potion_Eunhang	02	"{""x"": 273, ""y"": 189}"	04Potion_Eunhang	02	"{""x"": 273, ""y"": 189}"	02	"{""x"": 251, ""y"": 189}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 251, ""y"": 189, ""score"": 0.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}, {""x"": 259, ""y"": 177, ""score"": 0.35, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 1}, {""x"": 260, ""y"": 176, ""score"": 0.35, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 260, ""y"": 177}, {""x"": 250, ""y"": 189}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""168"", ""name"": ""04Potion_Eunhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(273,189)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
169	04PotionMake_Euhang	02	"{""x"": 272, ""y"": 189}"	04PotionMake_Euhang	02	"{""x"": 272, ""y"": 189}"	02	"{""x"": 259, ""y"": 177}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 259, ""y"": 177, ""score"": 0.35, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 1}, {""x"": 260, ""y"": 176, ""score"": 0.35, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 1}, {""x"": 260, ""y"": 178, ""score"": 0.35, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 260, ""y"": 177}, {""x"": 250, ""y"": 189}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""169"", ""name"": ""04PotionMake_Euhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(272,189)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
170	05Book_Eunhang	02	"{""x"": 233, ""y"": 222}"	05Book_Eunhang	02	"{""x"": 233, ""y"": 222}"	02	"{""x"": 260, ""y"": 176}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 260, ""y"": 176, ""score"": 0.35, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 1}, {""x"": 260, ""y"": 178, ""score"": 0.35, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 1}, {""x"": 261, ""y"": 177, ""score"": 0.35, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 260, ""y"": 177}, {""x"": 250, ""y"": 189}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""170"", ""name"": ""05Book_Eunhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(233,222)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
171	06Inn_Eunhang	02	"{""x"": 250, ""y"": 190}"	06Inn_Eunhang	02	"{""x"": 250, ""y"": 190}"	02	"{""x"": 260, ""y"": 178}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 260, ""y"": 178, ""score"": 0.35, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 1}, {""x"": 261, ""y"": 177, ""score"": 0.35, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 1}, {""x"": 260, ""y"": 179, ""score"": 0.7, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 2}]"	walkable topology candidate; manual review required	"[{""x"": 260, ""y"": 177}, {""x"": 250, ""y"": 189}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""171"", ""name"": ""06Inn_Eunhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(250,190)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
172	07Grocery_Eunhang	02	"{""x"": 236, ""y"": 205}"	07Grocery_Eunhang	02	"{""x"": 236, ""y"": 205}"	02	"{""x"": 261, ""y"": 177}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 261, ""y"": 177, ""score"": 0.35, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 1}, {""x"": 262, ""y"": 177, ""score"": 0.7, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 2}, {""x"": 263, ""y"": 177, ""score"": 1.05, ""anchor"": {""x"": 260, ""y"": 177}, ""separation"": 3}]"	walkable topology candidate; manual review required	"[{""x"": 260, ""y"": 177}, {""x"": 250, ""y"": 189}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""172"", ""name"": ""07Grocery_Eunhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(236,205)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
173	08Accessory_Eunhang	02	"{""x"": 275, ""y"": 222}"	08Accessory_Eunhang	02	"{""x"": 275, ""y"": 222}"	02	"{""x"": 248, ""y"": 189}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 248, ""y"": 189, ""score"": 1.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}, {""x"": 249, ""y"": 188, ""score"": 1.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}, {""x"": 249, ""y"": 190, ""score"": 1.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 260, ""y"": 177}, {""x"": 250, ""y"": 189}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""173"", ""name"": ""08Accessory_Eunhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(275,222)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
174	10Material_Eunhang	02	"{""x"": 269, ""y"": 186}"	10Material_Eunhang	02	"{""x"": 269, ""y"": 186}"	02	"{""x"": 249, ""y"": 188}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	same-store-cluster	"[""NPC/Entry/Region contains shop type"", ""shop street or same-function region""]"	"[{""x"": 249, ""y"": 188, ""score"": 1.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}, {""x"": 249, ""y"": 190, ""score"": 1.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}, {""x"": 250, ""y"": 191, ""score"": 1.35, ""anchor"": {""x"": 250, ""y"": 189}, ""separation"": 1}]"	walkable topology candidate; manual review required	"[{""x"": 260, ""y"": 177}, {""x"": 250, ""y"": 189}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""174"", ""name"": ""10Material_Eunhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(269,186)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
175	10ChestnutMarket_Eunhang	02	"{""x"": 260, ""y"": 205}"	10ChestnutMarket_Eunhang	02	"{""x"": 260, ""y"": 205}"	02	"{""x"": 350, ""y"": 50}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 350, ""y"": 50, ""score"": -7.8, ""anchor"": {""x"": 350, ""y"": 50}, ""separation"": 165}, {""x"": 450, ""y"": 150, ""score"": -7.8, ""anchor"": {""x"": 450, ""y"": 150}, ""separation"": 159}, {""x"": 250, ""y"": 350, ""score"": -7.8, ""anchor"": {""x"": 250, ""y"": 350}, ""separation"": 111}]"	walkable topology candidate; manual review required	"[{""x"": 265, ""y"": 207}, {""x"": 247, ""y"": 199}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""175"", ""name"": ""10ChestnutMarket_Eunhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(260,205)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
176	13Move_Eunhang	02	"{""x"": 249, ""y"": 144}"	13Move_Eunhang	02	"{""x"": 249, ""y"": 144}"	02	"{""x"": 26, ""y"": 455}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-entrance-teleporter	"[""NPC/Entry/Region contains movement/entrance type"", ""town entrance, route gate, or teleport cluster""]"	"[{""x"": 26, ""y"": 455, ""score"": -7.8, ""anchor"": {""x"": 26, ""y"": 455}, ""separation"": 319}, {""x"": 27, ""y"": 454, ""score"": -7.8, ""anchor"": {""x"": 27, ""y"": 454}, ""separation"": 319}, {""x"": 28, ""y"": 453, ""score"": -7.8, ""anchor"": {""x"": 28, ""y"": 453}, ""separation"": 319}]"	walkable topology candidate; manual review required	"[{""x"": 30, ""y"": 452}, {""x"": 29, ""y"": 453}, {""x"": 28, ""y"": 454}, {""x"": 27, ""y"": 455}, {""x"": 29, ""y"": 452}, {""x"": 28, ""y"": 453}, {""x"": 27, ""y"": 454}, {""x"": 26, ""y"": 455}, {""x"": 483, ""y"": 322}, {""x"": 481, ""y"": 324}, {""x"": 481, ""y"": 324}, {""x"": 281, ""y"": 73}, {""x"": 280, ""y"": 74}, {""x"": 346, ""y"": 120}, {""x"": 345, ""y"": 121}, {""x"": 129, ""y"": 157}, {""x"": 128, ""y"": 158}, {""x"": 247, ""y"": 144}, {""x"": 26, ""y"": 455}, {""x"": 28, ""y"": 455}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""176"", ""name"": ""13Move_Eunhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(249,144)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
177	14Doctor_Eunhang	02	"{""x"": 264, ""y"": 195}"	14Doctor_Eunhang	02	"{""x"": 264, ""y"": 195}"	02	"{""x"": 450, ""y"": 150}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 450, ""y"": 150, ""score"": -7.8, ""anchor"": {""x"": 450, ""y"": 150}, ""separation"": 159}, {""x"": 250, ""y"": 350, ""score"": -7.8, ""anchor"": {""x"": 250, ""y"": 350}, ""separation"": 111}, {""x"": 150, ""y"": 250, ""score"": -7.8, ""anchor"": {""x"": 150, ""y"": 250}, ""separation"": 103}]"	walkable topology candidate; manual review required	"[{""x"": 265, ""y"": 207}, {""x"": 247, ""y"": 199}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""177"", ""name"": ""14Doctor_Eunhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(264,195)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
178	14Quest_Euhang	02	"{""x"": 264, ""y"": 201}"	14Quest_Euhang	02	"{""x"": 264, ""y"": 201}"	02	"{""x"": 250, ""y"": 350}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-service	"[""NPC/Entry/Region identifies quest/service role"", ""safe zone or task-area entrance""]"	"[{""x"": 250, ""y"": 350, ""score"": -7.8, ""anchor"": {""x"": 250, ""y"": 350}, ""separation"": 111}, {""x"": 150, ""y"": 250, ""score"": -7.8, ""anchor"": {""x"": 150, ""y"": 250}, ""separation"": 103}, {""x"": 250, ""y"": 450, ""score"": -7.8, ""anchor"": {""x"": 250, ""y"": 450}, ""separation"": 100}]"	walkable topology candidate; manual review required	"[{""x"": 265, ""y"": 207}, {""x"": 247, ""y"": 199}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""178"", ""name"": ""14Quest_Euhang"", ""method"": ""A-精确(已在位)"", ""old"": ""02(264,201)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
179	15Magic_Eunhang1	02	"{""x"": 265, ""y"": 145}"	15Magic_Eunhang1	02	"{""x"": 265, ""y"": 145}"	02	"{""x"": 150, ""y"": 250}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 150, ""y"": 250, ""score"": -7.8, ""anchor"": {""x"": 150, ""y"": 250}, ""separation"": 103}, {""x"": 250, ""y"": 450, ""score"": -7.8, ""anchor"": {""x"": 250, ""y"": 450}, ""separation"": 100}, {""x"": 350, ""y"": 150, ""score"": -7.8, ""anchor"": {""x"": 350, ""y"": 150}, ""separation"": 65}]"	walkable topology candidate; manual review required	"[{""x"": 265, ""y"": 207}, {""x"": 247, ""y"": 199}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""179"", ""name"": ""15Magic_Eunhang1"", ""method"": ""A-精确(已在位)"", ""old"": ""02(265,145)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
180	15Magic_Eunhang2	02	"{""x"": 353, ""y"": 212}"	15Magic_Eunhang2	02	"{""x"": 353, ""y"": 212}"	02	"{""x"": 250, ""y"": 450}"	exact-script-name	exact	medium	"{""old"": ""pass"", ""target"": ""pass""}"	[]	dry-run	town-safezone-extra	"[""no direct Merchant anchor; preserve business category"", ""safe-zone independent walkable point""]"	"[{""x"": 250, ""y"": 450, ""score"": -7.8, ""anchor"": {""x"": 250, ""y"": 450}, ""separation"": 100}, {""x"": 350, ""y"": 150, ""score"": -7.8, ""anchor"": {""x"": 350, ""y"": 150}, ""separation"": 65}, {""x"": 249, ""y"": 450, ""score"": -6.8, ""anchor"": {""x"": 250, ""y"": 450}, ""separation"": 101}]"	walkable topology candidate; manual review required	"[{""x"": 265, ""y"": 207}, {""x"": 247, ""y"": 199}, {""x"": 50, ""y"": 150}, {""x"": 50, ""y"": 250}, {""x"": 150, ""y"": 150}, {""x"": 150, ""y"": 250}, {""x"": 150, ""y"": 350}, {""x"": 150, ""y"": 550}, {""x"": 250, ""y"": 50}, {""x"": 250, ""y"": 150}, {""x"": 250, ""y"": 250}, {""x"": 250, ""y"": 350}, {""x"": 250, ""y"": 450}, {""x"": 250, ""y"": 550}, {""x"": 350, ""y"": 50}, {""x"": 350, ""y"": 150}, {""x"": 350, ""y"": 450}, {""x"": 350, ""y"": 550}, {""x"": 450, ""y"": 50}, {""x"": 450, ""y"": 150}]"	NpcMover/audit-report.md	[]	True	"{""idx"": ""180"", ""name"": ""15Magic_Eunhang2"", ""method"": ""A-精确(已在位)"", ""old"": ""02(353,212)"", ""new"": ""-"", ""note"": ""Mud3,无需改动"", ""source"": ""-"", ""remark"": """"}"
